80D4F6 20 30 D5    JSR $D530     [80D530] A:0E01 X:0000 Y:0002 S:0133 D:0E68 DB:86 nvMXdizC V:251 H:109 F:36
				83BA8F C9 28 14    CMP #$1428             A:1368 X:1368 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:180 F:36
				83BA92 90 98       BCC $0098     [83BA2C] A:1368 X:1368 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:253 H:185 F:36
				83BA2C E2 20       SEP #$20               A:1368 X:1368 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:253 H:189 F:36
				83BA2E BD 00 00    LDA $0000,X   [861368] A:1368 X:1368 Y:0002 S:012A D:0E68 DB:86 NvMxdizc V:253 H:194 F:36
				83BA31 F0 54       BEQ $0054     [83BA87] A:1300 X:1368 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H:202 F:36
				83BA87 C2 20       REP #$20               A:1300 X:1368 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H:206 F:36
				83BA89 8A          TXA                    A:1300 X:1368 Y:0002 S:012A D:0E68 DB:86 nvmxdiZc V:253 H:211 F:36
				83BA8A 18          CLC                    A:1368 X:1368 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:214 F:36
				83BA8B 69 40 00    ADC #$0040             A:1368 X:1368 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:217 F:36
				83BA8E AA          TAX                    A:13A8 X:1368 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:221 F:36
				83BA8F C9 28 14    CMP #$1428             A:13A8 X:13A8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H:224 F:36
				83BA92 90 98       BCC $0098     [83BA2C] A:13A8 X:13A8 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:253 H:229 F:36
				83BA2C E2 20       SEP #$20               A:13A8 X:13A8 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:253 H:233 F:36
